Date,State,Group,Time,Unit,Sales
2020-10-15,South Australia,Seniors,Night,39.0,1545.18
2020-10-15,Western Australia,Kids,Evening,99.0,3939.21
2020-10-15,Western Australia,Women,Night,81.0,7115.85
2020-10-15,Western Australia,Men,Night,46.0,942.08
2020-10-15,Western Australia,Seniors,Morning,67.0,2089.06
2020-10-15,Tasmania,Kids,Afternoon,21.0,1011.15
2020-10-15,Tasmania,Women,Night,48.0,2385.6
2020-10-15,Tasmania,Men,Night,23.0,1403.46
2020-10-15,Tasmania,Seniors,Morning,33.0,1156.65
2020-10-15,Northern Territory,Kids,Night,41.0,1186.54
2020-10-15,Northern Territory,Women,Night,21.0,1001.91
2020-10-15,Northern Territory,Men,Morning,32.0,1686.72
2020-10-15,Northern Territory,Seniors,Evening,22.0,866.36
2020-10-15,Australian Capital Territory,Kids,Evening,25.0,1402.25
2020-10-15,Australian Capital Territory,Women,Night,57.0,4328.01
2020-10-15,Australian Capital Territory,Men,Night,54.0,2998.62
2020-10-15,Australian Capital Territory,Seniors,Afternoon,42.0,1692.6
2020-10-16,New South Wales,Kids,Night,134.0,7349.9
2020-10-16,New South Wales,Women,Afternoon,172.0,11964.32
2020-10-16,New South Wales,Men,Evening,133.0,9111.83
2020-10-16,New South Wales,Seniors,Night,79.0,4209.91
2020-10-16,Victoria,Kids,Night,97.0,2429.85
2020-10-16,Victoria,Women,Morning,148.0,7086.24
2020-10-16,Victoria,Men,Night,151.0,6174.39
2020-10-16,Victoria,Seniors,Evening,76.0,1357.36
2020-10-16,Queensland,Kids,Night,70.0,1002.4
2020-10-16,Queensland,Women,Afternoon,61.0,4291.96
2020-10-16,Queensland,Men,Night,122.0,6724.64
2020-10-16,Queensland,Seniors,Afternoon,51.0,1812.54
2020-10-16,South Australia,Kids,Morning,53.0,1483.47
2020-10-16,South Australia,Women,Night,113.0,8157.47
2020-10-16,South Australia,Men,Morning,61.0,3040.85
2020-10-16,South Australia,Seniors,Morning,51.0,836.4
2020-10-16,Western Australia,Kids,Night,62.0,2054.06
2020-10-16,Western Australia,Women,Afternoon,68.0,3679.48
2020-10-16,Western Australia,Men,Night,126.0,7302.96
2020-10-16,Western Australia,Seniors,Afternoon,49.0,2033.5
2020-10-16,Tasmania,Kids,Morning,44.0,2221.56
2020-10-16,Tasmania,Women,Evening,46.0,2226.86
2020-10-16,Tasmania,Men,Night,46.0,2515.74
2020-10-16,Tasmania,Seniors,Evening,,1473.5
2020-10-16,Northern Territory,Kids,Afternoon,35.0,1215.2
2020-10-16,Northern Territory,Women,Night,54.0,3325.32
2020-10-16,Northern Territory,Men,Evening,53.0,2141.2
2020-10-16,Northern Territory,Seniors,Evening,36.0,1364.4
2020-10-16,Australian Capital Territory,Kids,Night,32.0,1128.64
2020-10-16,Australian Capital Territory,Women,Evening,52.0,3386.24
2020-10-16,Australian Capital Territory,Men,Night,57.0,2390.01
2020-10-16,Australian Capital Territory,Seniors,Evening,35.0,1979.95
2020-10-17,New South Wales,Kids,Morning,170.0,7685.7
2020-10-17,New South Wales,Women,Night,164.0,9900.68
2020-10-17,New South Wales,Men,Morning,162.0,5832.0
2020-10-17,New South Wales,Seniors,Morning,92.0,1838.16
2020-10-17,Victoria,Kids,Evening,110.0,5223.9
2020-10-17,Victoria,Women,Afternoon,122.0,10132.1
2020-10-17,Victoria,Men,Morning,76.0,2292.92
2020-10-17,Victoria,Seniors,Morning,93.0,4282.65
2020-10-17,Queensland,Kids,Morning,121.0,4300.34
2020-10-17,Queensland,Women,Afternoon,154.0,8916.6
2020-10-17,Queensland,Men,Afternoon,93.0,5687.88
2020-10-17,Queensland,Seniors,Morning,86.0,1794.82
2020-10-17,South Australia,Kids,Afternoon,77.0,4265.8
2020-10-17,South Australia,Women,Afternoon,63.0,4074.21
2020-10-17,South Australia,Men,Afternoon,75.0,3970.5
2020-10-17,South Australia,Seniors,Night,40.0,1182.0
2020-10-17,Western Australia,Kids,Morning,66.0,3509.22
2020-10-17,Western Australia,Women,Afternoon,113.0,5957.36
2020-10-17,Western Australia,Men,Night,101.0,1201.9
2020-10-17,Western Australia,Seniors,Evening,80.0,1544.0
2020-10-17,Tasmania,Kids,Evening,28.0,795.48
2020-10-17,Tasmania,Women,Afternoon,27.0,2068.47
2020-10-17,Tasmania,Men,Morning,33.0,1784.31
2020-10-17,Tasmania,Seniors,Afternoon,27.0,1095.66
2020-10-17,Northern Territory,Kids,Evening,27.0,719.28
2020-10-17,Northern Territory,Women,Morning,50.0,2540.0
2020-10-17,Northern Territory,Men,Morning,17.0,745.45
2020-10-17,Northern Territory,Seniors,Evening,34.0,1501.44
2020-10-17,Australian Capital Territory,Kids,Night,36.0,1322.28
2020-10-17,Australian Capital Territory,Women,Night,52.0,4726.8
2020-10-17,Australian Capital Territory,Men,Afternoon,55.0,3034.9
2020-10-17,Australian Capital Territory,Seniors,Morning,47.0,1799.63
2020-10-18,New South Wales,Kids,Afternoon,103.0,3953.14
2020-10-18,New South Wales,Women,Morning,159.0,9209.28
2020-10-18,New South Wales,Men,Evening,167.0,8381.73
2020-10-18,New South Wales,Seniors,Morning,121.0,4262.83
2020-10-18,Victoria,Kids,Morning,101.0,1910.92
2020-10-18,Victoria,Women,Evening,182.0,11631.62
2020-10-18,Victoria,Men,Night,157.0,1769.39
2020-10-18,Victoria,Seniors,Evening,143.0,4956.38
2020-10-18,Queensland,Kids,Morning,107.0,3131.89
2020-10-18,Queensland,Women,Evening,138.0,5805.66
2020-10-18,Queensland,Men,Morning,80.0,5981.6
2020-10-18,Queensland,Seniors,Night,67.0,2552.03
2020-10-18,South Australia,Kids,Night,68.0,3117.8
2020-10-18,South Australia,Women,Morning,81.0,5199.39
2020-10-18,South Australia,Men,Night,113.0,5507.62
2020-10-18,South Australia,Seniors,Evening,50.0,2304.5
2020-10-18,Western Australia,Kids,Night,89.0,4745.48
2020-10-18,Western Australia,Women,Afternoon,116.0,4717.72
2020-10-18,Western Australia,Men,Night,122.0,4193.14
2020-10-18,Western Australia,Seniors,Afternoon,65.0,1869.4
2020-10-18,Tasmania,Kids,Evening,30.0,1321.5
2020-10-18,Tasmania,Women,Night,49.0,3188.92
2020-10-18,Tasmania,Men,Night,57.0,3162.93
2020-10-18,Tasmania,Seniors,Night,25.0,1131.5
2020-10-18,Northern Territory,Kids,Evening,36.0,980.64
2020-10-18,Northern Territory,Women,Evening,45.0,3124.8
2020-10-18,Northern Territory,Men,Afternoon,30.0,2029.8
2020-10-18,Northern Territory,Seniors,Morning,22.0,818.62
2020-10-18,Australian Capital Territory,Kids,Evening,38.0,1545.46
2020-10-18,Australian Capital Territory,Women,Night,39.0,1405.56
2020-10-18,Australian Capital Territory,Men,Afternoon,73.0,2797.36
2020-10-18,Australian Capital Territory,Seniors,Night,25.0,383.25
2020-10-19,New South Wales,Kids,Night,90.0,2358.9
2020-10-19,New South Wales,Women,Evening,242.0,17968.5
2020-10-19,New South Wales,Men,Morning,109.0,8636.07
2020-10-19,New South Wales,Seniors,Night,129.0,4241.52
2020-10-19,Victoria,Kids,Evening,24.0,1565.76
2020-10-19,Victoria,Women,Afternoon,83.0,2724.89
2020-10-19,Victoria,Men,Night,158.0,12908.6
2020-10-19,Victoria,Seniors,Afternoon,124.0,5134.84
2020-10-19,Queensland,Kids,Evening,95.0,4723.4
2020-10-19,Queensland,Women,Evening,143.0,8993.27
2020-10-19,Queensland,Men,Evening,102.0,4964.34
2020-10-19,Queensland,Seniors,Evening,55.0,1832.05
2020-10-19,South Australia,Kids,Evening,26.0,1025.44
2020-10-19,South Australia,Women,Morning,54.0,2229.12
2020-10-19,South Australia,Men,Afternoon,69.0,4683.03
2020-10-19,South Australia,Seniors,Morning,61.0,1276.12
2020-10-19,Western Australia,Kids,Afternoon,47.0,2381.02
2020-10-19,Western Australia,Women,Night,68.0,3740.0
2020-10-19,Western Australia,Men,Night,96.0,3525.12
2020-10-19,Western Australia,Seniors,Afternoon,61.0,1414.59
2020-10-19,Tasmania,Kids,Night,25.0,1098.75
2020-10-19,Tasmania,Women,Night,23.0,1503.51
2020-10-19,Tasmania,Men,Night,38.0,2158.02
2020-10-19,Tasmania,Seniors,Morning,29.0,1423.9
2020-10-19,Northern Territory,Kids,Morning,28.0,1004.08
2020-10-19,Northern Territory,Women,Evening,40.0,2679.2
2020-10-19,Northern Territory,Men,Afternoon,33.0,1651.32
2020-10-19,Northern Territory,Seniors,Night,18.0,533.52
2020-10-19,Australian Capital Territory,Kids,Afternoon,23.0,1366.2
2020-10-19,Australian Capital Territory,Women,Evening,36.0,1716.84
2020-10-19,Australian Capital Territory,Men,Evening,38.0,2329.78
2020-10-19,Australian Capital Territory,Seniors,Night,32.0,1535.36
2020-10-20,New South Wales,Kids,Evening,89.0,3872.39
2020-10-20,New South Wales,Women,Night,121.0,11127.16
2020-10-20,New South Wales,Men,Evening,88.0,4715.92
2020-10-20,New South Wales,Seniors,Evening,119.0,4756.43
2020-10-20,Victoria,Kids,Night,93.0,3636.3
2020-10-20,Victoria,Women,Evening,144.0,8094.24
2020-10-20,Victoria,Men,Evening,155.0,12195.4
2020-10-20,Victoria,Seniors,Evening,73.0,1668.05
2020-10-20,Queensland,Kids,Afternoon,78.0,5332.08
2020-10-20,Queensland,Women,Morning,88.0,7398.16
2020-10-20,Queensland,Men,Afternoon,148.0,6244.12
2020-10-20,Queensland,Seniors,Evening,84.0,4336.92
2020-10-20,South Australia,Kids,Morning,47.0,1800.1
2020-10-20,South Australia,Women,Afternoon,64.0,2730.88
2020-10-20,South Australia,Men,Afternoon,53.0,1767.02
2020-10-20,South Australia,Seniors,Afternoon,48.0,1373.28
2020-10-20,Western Australia,Kids,Night,72.0,1706.4
2020-10-20,Western Australia,Women,Evening,107.0,7650.5
2020-10-20,Western Australia,Men,Evening,33.0,1796.52
2020-10-20,Western Australia,Seniors,Morning,82.0,1999.98
2020-10-20,Tasmania,Kids,Afternoon,,2116.41
2020-10-20,Tasmania,Women,Evening,35.0,2017.05
2020-10-20,Tasmania,Men,Afternoon,44.0,2222.0
2020-10-20,Tasmania,Seniors,Evening,32.0,869.12
2020-10-20,Northern Territory,Kids,Afternoon,28.0,706.44
2020-10-20,Northern Territory,Women,Evening,37.0,1642.8
2020-10-20,Northern Territory,Men,Morning,25.0,1645.5
2020-10-20,Northern Territory,Seniors,Afternoon,31.0,1297.35
2020-10-20,Australian Capital Territory,Kids,Evening,27.0,1001.16
2020-10-20,Australian Capital Territory,Women,Morning,79.0,4796.09
2020-10-20,Australian Capital Territory,Men,Morning,83.0,
2020-10-20,Australian Capital Territory,Seniors,Evening,38.0,1255.14
2020-10-21,New South Wales,Kids,Afternoon,117.0,4545.45
2020-10-21,New South Wales,Women,Night,197.0,14463.74
2020-10-21,New South Wales,Men,Morning,105.0,3352.65
2020-10-21,New South Wales,Seniors,Morning,,1798.72
2020-10-21,Victoria,Kids,Evening,66.0,1138.5
2020-10-21,Victoria,Women,Night,159.0,15485.01
2020-10-21,Victoria,Men,Night,120.0,7268.4
2020-10-21,Victoria,Seniors,Night,90.0,3154.5
2020-10-21,Queensland,Kids,Evening,103.0,3849.11
2020-10-21,Queensland,Women,Afternoon,126.0,8003.52
2020-10-21,Queensland,Men,Morning,79.0,4944.61
2020-10-21,Queensland,Seniors,Evening,68.0,1954.32
2020-10-21,South Australia,Kids,Night,62.0,1909.6
2020-10-21,South Australia,Women,Morning,78.0,4552.08
2020-10-21,South Australia,Men,Morning,87.0,4851.99
2020-10-21,South Australia,Seniors,Night,47.0,2060.95
2020-10-21,Western Australia,Kids,Night,95.0,4419.4
2020-10-21,Western Australia,Women,Morning,97.0,3689.88
2020-10-21,Western Australia,Men,Morning,56.0,2546.32
2020-10-21,Western Australia,Seniors,Afternoon,49.0,1676.29
2020-10-21,Tasmania,Kids,Afternoon,32.0,1479.04
2020-10-21,Tasmania,Women,Evening,44.0,2907.96
2020-10-21,Tasmania,Men,Morning,39.0,913.38
2020-10-21,Tasmania,Seniors,Afternoon,20.0,692.4
2020-10-21,Northern Territory,Kids,Morning,17.0,798.66
2020-10-21,Northern Territory,Women,Night,56.0,4340.56
2020-10-21,Northern Territory,Men,Afternoon,30.0,2075.4
2020-10-21,Northern Territory,Seniors,Night,25.0,819.0
2020-10-21,Australian Capital Territory,Kids,Night,33.0,1228.59
2020-10-21,Australian Capital Territory,Women,Night,51.0,3119.16
2020-10-21,Australian Capital Territory,Men,Evening,51.0,2526.54
2020-10-21,Australian Capital Territory,Seniors,Night,40.0,1897.2
2020-10-22,New South Wales,Kids,Evening,144.0,3522.24
2020-10-22,New South Wales,Women,Morning,37.0,2703.96
2020-10-22,New South Wales,Men,Morning,,3768.93
2020-10-22,New South Wales,Seniors,Afternoon,64.0,1196.8
2020-10-22,Victoria,Kids,Afternoon,115.0,5600.5
2020-10-22,Victoria,Women,Evening,118.0,2133.44
2020-10-22,Victoria,Men,Morning,101.0,5521.67
2020-10-22,Victoria,Seniors,Afternoon,48.0,1812.48
2020-10-22,Queensland,Kids,Afternoon,80.0,3740.8
2020-10-22,Queensland,Women,Afternoon,121.0,5241.72
2020-10-22,Queensland,Men,Morning,134.0,6352.94
2020-10-22,Queensland,Seniors,Afternoon,71.0,1919.84
2020-10-22,South Australia,Kids,Morning,46.0,1423.24
2020-10-22,South Australia,Women,Night,73.0,6219.6
2020-10-22,South Australia,Men,Night,38.0,1071.6
2020-10-22,South Australia,Seniors,Night,69.0,2345.31
2020-10-22,Western Australia,Kids,Evening,53.0,2741.69
2020-10-22,Western Australia,Women,Morning,79.0,6872.21
2020-10-22,Western Australia,Men,Afternoon,99.0,4262.94
2020-10-22,Western Australia,Seniors,Evening,98.0,2958.62
2020-10-22,Tasmania,Kids,Evening,38.0,
2020-10-22,Tasmania,Women,Night,63.0,
2020-10-22,Tasmania,Men,Morning,38.0,1502.9
2020-10-22,Tasmania,Seniors,Afternoon,31.0,914.19
2020-10-22,Northern Territory,Kids,Evening,43.0,1804.71
2020-10-22,Northern Territory,Women,Afternoon,34.0,2086.92
2020-10-22,Northern Territory,Men,Night,19.0,696.73
2020-10-22,Northern Territory,Seniors,Morning,32.0,950.08
2020-10-22,Australian Capital Territory,Kids,Afternoon,27.0,1250.1
2020-10-22,Australian Capital Territory,Women,Afternoon,79.0,5507.88
2020-10-22,Australian Capital Territory,Men,Evening,64.0,2528.64
2020-10-22,Australian Capital Territory,Seniors,Afternoon,20.0,1008.2
2020-10-23,New South Wales,Kids,Morning,101.0,3816.79
2020-10-23,New South Wales,Women,Morning,227.0,15249.86
2020-10-23,New South Wales,Men,Afternoon,156.0,12180.48
2020-10-23,New South Wales,Seniors,Evening,80.0,3592.8
2020-10-23,Victoria,Kids,Evening,100.0,4340.0
2020-10-23,Victoria,Women,Night,208.0,13815.36
2020-10-23,Victoria,Men,Morning,140.0,8912.4
2020-10-23,Victoria,Seniors,Night,78.0,2179.32
2020-10-23,Queensland,Kids,Evening,55.0,1059.3
2020-10-23,Queensland,Women,Night,189.0,7803.81
2020-10-23,Queensland,Men,Evening,92.0,4218.2
2020-10-23,Queensland,Seniors,Night,78.0,3418.74
2020-10-23,South Australia,Kids,Night,67.0,2291.4
2020-10-23,South Australia,Women,Morning,74.0,4655.34
2020-10-23,South Australia,Men,Morning,61.0,4313.92
2020-10-23,South Australia,Seniors,Night,55.0,2367.75
2020-10-23,Western Australia,Kids,Evening,80.0,4253.6
2020-10-23,Western Australia,Women,Evening,102.0,3903.54
2020-10-23,Western Australia,Men,Morning,92.0,3762.8
2020-10-23,Western Australia,Seniors,Morning,50.0,2081.5
2020-10-23,Tasmania,Kids,Afternoon,43.0,1751.39
2020-10-23,Tasmania,Women,Morning,49.0,4167.45
2020-10-23,Tasmania,Men,Evening,41.0,3437.44
2020-10-23,Tasmania,Seniors,Morning,32.0,611.2
2020-10-23,Northern Territory,Kids,Afternoon,33.0,1472.46
2020-10-23,Northern Territory,Women,Night,54.0,3726.0
2020-10-23,Northern Territory,Men,Night,31.0,1033.54
2020-10-23,Northern Territory,Seniors,Evening,22.0,612.48
2020-10-23,Australian Capital Territory,Kids,Afternoon,33.0,1546.38
2020-10-23,Australian Capital Territory,Women,Night,87.0,5625.42
2020-10-23,Australian Capital Territory,Men,Night,31.0,1716.47
2020-10-23,Australian Capital Territory,Seniors,Morning,48.0,1447.2
2020-10-24,New South Wales,Kids,Night,107.0,4350.62
2020-10-24,New South Wales,Women,Evening,124.0,8507.64
2020-10-24,New South Wales,Men,Night,132.0,7265.28
2020-10-24,New South Wales,Seniors,Evening,73.0,2321.4
2020-10-24,Victoria,Kids,Evening,120.0,4376.4
2020-10-24,Victoria,Women,Morning,217.0,11342.59
2020-10-24,Victoria,Men,Afternoon,129.0,7973.49
2020-10-24,Victoria,Seniors,Evening,50.0,955.0
2020-10-24,Queensland,Kids,Night,43.0,2328.02
2020-10-24,Queensland,Women,Night,97.0,9545.77
2020-10-24,Queensland,Men,Evening,82.0,4259.08
2020-10-24,Queensland,Seniors,Night,105.0,5802.3
2020-10-24,South Australia,Kids,Morning,87.0,4658.85
2020-10-24,South Australia,Women,Night,101.0,6841.74
2020-10-24,South Australia,Men,Morning,81.0,3419.82
2020-10-24,South Australia,Seniors,Evening,36.0,1294.92
2020-10-24,Western Australia,Kids,Evening,64.0,2279.04
2020-10-24,Western Australia,Women,Evening,117.0,8587.8
2020-10-24,Western Australia,Men,Morning,84.0,5796.0
2020-10-24,Western Australia,Seniors,Night,39.0,1331.46
2020-10-24,Tasmania,Kids,Morning,24.0,488.16
2020-10-24,Tasmania,Women,Night,44.0,2490.4
2020-10-24,Tasmania,Men,Night,55.0,3180.65
2020-10-24,Tasmania,Seniors,Morning,19.0,1022.2
2020-10-24,Northern Territory,Kids,Afternoon,36.0,1684.44
2020-10-24,Northern Territory,Women,Evening,36.0,1567.08
2020-10-24,Northern Territory,Men,Night,29.0,1852.23
2020-10-24,Northern Territory,Seniors,Night,37.0,1880.34
2020-10-24,Australian Capital Territory,Kids,Morning,34.0,965.94
2020-10-24,Australian Capital Territory,Women,Afternoon,60.0,1854.6
2020-10-24,Australian Capital Territory,Men,Evening,54.0,2567.7
2020-10-24,Australian Capital Territory,Seniors,Afternoon,30.0,620.7
2020-10-25,New South Wales,Kids,Evening,129.0,4482.75
2020-10-25,New South Wales,Women,Night,105.0,1437.45
2020-10-25,New South Wales,Men,Night,136.0,9913.04
2020-10-25,New South Wales,Seniors,Morning,149.0,4709.89
2020-10-25,Victoria,Kids,Morning,81.0,3690.36
2020-10-25,Victoria,Women,Afternoon,100.0,6321.0
2020-10-25,Victoria,Men,Afternoon,148.0,9723.6
2020-10-25,Victoria,Seniors,Evening,85.0,2893.4
2020-10-25,Queensland,Kids,Morning,59.0,1862.63
2020-10-25,Queensland,Women,Night,109.0,7001.07
2020-10-25,Queensland,Men,Morning,126.0,4901.4
2020-10-25,Queensland,Seniors,Afternoon,104.0,3473.6
2020-10-25,South Australia,Kids,Morning,53.0,1718.79
2020-10-25,South Australia,Women,Night,21.0,1518.09
2020-10-25,South Australia,Men,Morning,80.0,3663.2
2020-10-25,South Australia,Seniors,Afternoon,48.0,1965.6
2020-10-25,Western Australia,Kids,Night,35.0,1217.65
2020-10-25,Western Australia,Women,Evening,120.0,4671.6
2020-10-25,Western Australia,Men,Evening,89.0,2811.51
2020-10-25,Western Australia,Seniors,Night,68.0,2424.88
2020-10-25,Tasmania,Kids,Night,16.0,849.28
2020-10-25,Tasmania,Women,Night,35.0,1605.1
2020-10-25,Tasmania,Men,Afternoon,40.0,2586.4
2020-10-25,Tasmania,Seniors,Night,19.0,695.21
2020-10-25,Northern Territory,Kids,Afternoon,30.0,1439.7
2020-10-25,Northern Territory,Women,Night,41.0,2163.57
2020-10-25,Northern Territory,Men,Afternoon,24.0,1215.36
2020-10-25,Northern Territory,Seniors,Afternoon,16.0,127.36
2020-10-25,Australian Capital Territory,Kids,Morning,45.0,2261.7
2020-10-25,Australian Capital Territory,Women,Evening,17.0,726.75
2020-10-25,Australian Capital Territory,Men,Night,58.0,4446.28
2020-10-25,Australian Capital Territory,Seniors,Evening,36.0,1044.36
2020-10-26,New South Wales,Kids,Evening,106.0,5867.1
2020-10-26,New South Wales,Women,Morning,131.0,6029.93
2020-10-26,New South Wales,Men,Evening,117.0,4319.64
2020-10-26,New South Wales,Seniors,Evening,103.0,
2020-10-26,Victoria,Kids,Night,108.0,4079.16
2020-10-26,Victoria,Women,Afternoon,130.0,4434.3
2020-10-26,Victoria,Men,Night,153.0,7415.91
2020-10-26,Victoria,Seniors,Night,83.0,5531.95
2020-10-26,Queensland,Kids,Evening,88.0,2849.44
2020-10-26,Queensland,Women,Evening,102.0,7794.84
2020-10-26,Queensland,Men,Night,102.0,3112.02
2020-10-26,Queensland,Seniors,Night,91.0,2692.69
2020-10-26,South Australia,Kids,Evening,84.0,4381.44
2020-10-26,South Australia,Women,Afternoon,67.0,
2020-10-26,South Australia,Men,Afternoon,67.0,4070.92
2020-10-26,South Australia,Seniors,Night,54.0,1504.98
2020-10-26,Western Australia,Kids,Afternoon,54.0,2787.48
2020-10-26,Western Australia,Women,Night,87.0,4541.4
2020-10-26,Western Australia,Men,Morning,58.0,3195.22
2020-10-26,Western Australia,Seniors,Evening,97.0,2497.75
2020-10-26,Tasmania,Kids,Night,31.0,1728.25
2020-10-26,Tasmania,Women,Night,44.0,2884.64
2020-10-26,Tasmania,Men,Night,26.0,1433.9
2020-10-26,Tasmania,Seniors,Afternoon,26.0,1181.96
2020-10-26,Northern Territory,Kids,Night,36.0,2464.92
2020-10-26,Northern Territory,Women,Morning,45.0,2861.1
2020-10-26,Northern Territory,Men,Afternoon,34.0,1524.56
2020-10-26,Northern Territory,Seniors,Evening,26.0,862.16
2020-10-26,Australian Capital Territory,Kids,Morning,42.0,2298.66
2020-10-26,Australian Capital Territory,Women,Night,40.0,3051.2
2020-10-26,Australian Capital Territory,Men,Morning,69.0,3307.86
2020-10-26,Australian Capital Territory,Seniors,Night,13.0,392.08
2020-10-27,New South Wales,Kids,Morning,156.0,6279.0
2020-10-27,New South Wales,Women,Afternoon,113.0,5721.19
2020-10-27,New South Wales,Men,Night,172.0,9755.84
2020-10-27,New South Wales,Seniors,Afternoon,92.0,2988.16
2020-10-27,Victoria,Kids,Morning,87.0,2656.98
2020-10-27,Victoria,Women,Night,212.0,11335.64
2020-10-27,Victoria,Men,Evening,165.0,11480.7
2020-10-27,Victoria,Seniors,Evening,114.0,3632.04
2020-10-27,Queensland,Kids,Night,90.0,3621.6
2020-10-27,Queensland,Women,Morning,85.0,5402.6
2020-10-27,Queensland,Men,Evening,63.0,4106.34
2020-10-27,Queensland,Seniors,Night,61.0,2313.73
2020-10-27,South Australia,Kids,Evening,58.0,2186.6
2020-10-27,South Australia,Women,Night,91.0,4649.19
2020-10-27,South Australia,Men,Morning,83.0,2633.59
2020-10-27,South Australia,Seniors,Morning,49.0,2675.89
2020-10-27,Western Australia,Kids,Afternoon,47.0,1559.46
2020-10-27,Western Australia,Women,Evening,112.0,6865.6
2020-10-27,Western Australia,Men,Afternoon,91.0,5092.36
2020-10-27,Western Australia,Seniors,Morning,71.0,
2020-10-27,Tasmania,Kids,Night,35.0,1326.15
2020-10-27,Tasmania,Women,Morning,54.0,4759.56
2020-10-27,Tasmania,Men,Morning,36.0,1319.04
2020-10-27,Tasmania,Seniors,Night,37.0,1289.08
2020-10-27,Northern Territory,Kids,Afternoon,9.0,446.85
2020-10-27,Northern Territory,Women,Evening,32.0,1826.88
2020-10-27,Northern Territory,Men,Morning,36.0,1872.36
2020-10-27,Northern Territory,Seniors,Morning,29.0,922.78
2020-10-27,Australian Capital Territory,Kids,Evening,46.0,1734.2
2020-10-27,Australian Capital Territory,Women,Morning,71.0,4835.1
2020-10-27,Australian Capital Territory,Men,Evening,35.0,2234.05
2020-10-27,Australian Capital Territory,Seniors,Evening,30.0,1312.8
2020-10-28,New South Wales,Kids,Evening,124.0,7483.4
2020-10-28,New South Wales,Women,Night,151.0,8010.55
2020-10-28,New South Wales,Men,Afternoon,136.0,6188.0
2020-10-28,New South Wales,Seniors,Afternoon,123.0,2519.04
2020-10-28,Victoria,Kids,Night,67.0,1940.99
2020-10-28,Victoria,Women,Afternoon,183.0,15589.77
2020-10-28,Victoria,Men,Afternoon,117.0,5530.59
2020-10-28,Victoria,Seniors,Afternoon,89.0,4196.35
2020-10-28,Queensland,Kids,Morning,58.0,2498.06
2020-10-28,Queensland,Women,Night,151.0,10014.32
2020-10-28,Queensland,Men,Afternoon,104.0,6521.84
2020-10-28,Queensland,Seniors,Night,13.0,552.63
2020-10-28,South Australia,Kids,Afternoon,43.0,891.39
2020-10-28,South Australia,Women,Afternoon,89.0,
2020-10-28,South Australia,Men,Night,63.0,3911.04
2020-10-28,South Australia,Seniors,Evening,71.0,3452.02
2020-10-28,Western Australia,Kids,Night,100.0,4851.0
2020-10-28,Western Australia,Women,Evening,99.0,3317.49
2020-10-28,Western Australia,Men,Morning,76.0,2916.12
2020-10-28,Western Australia,Seniors,Night,99.0,3396.69
2020-10-28,Tasmania,Kids,Evening,32.0,1486.72
2020-10-28,Tasmania,Women,Afternoon,46.0,3907.24
2020-10-28,Tasmania,Men,Morning,31.0,1614.17
2020-10-28,Tasmania,Seniors,Night,21.0,489.93
2020-10-28,Northern Territory,Kids,Evening,22.0,882.2
2020-10-28,Northern Territory,Women,Evening,33.0,1574.1
2020-10-28,Northern Territory,Men,Night,19.0,919.6
2020-10-28,Northern Territory,Seniors,Evening,13.0,562.9
2020-10-28,Australian Capital Territory,Kids,Night,41.0,1015.16
2020-10-28,Australian Capital Territory,Women,Evening,53.0,2478.81
2020-10-28,Australian Capital Territory,Men,Afternoon,54.0,3628.26
2020-10-28,Australian Capital Territory,Seniors,Night,15.0,556.5
2020-10-29,New South Wales,Kids,Night,107.0,5109.25
2020-10-29,New South Wales,Women,Morning,172.0,8044.44
2020-10-29,New South Wales,Men,Afternoon,124.0,4834.76
2020-10-29,New South Wales,Seniors,Night,132.0,4778.4
2020-10-29,Victoria,Kids,Evening,155.0,6175.2
2020-10-29,Victoria,Women,Evening,112.0,3907.68
2020-10-29,Victoria,Men,Evening,55.0,
2020-10-29,Victoria,Seniors,Morning,95.0,3883.6
2020-10-29,Queensland,Kids,Night,42.0,2107.14
2020-10-29,Queensland,Women,Evening,100.0,6079.0
2020-10-29,Queensland,Men,Morning,146.0,8955.64
2020-10-29,Queensland,Seniors,Morning,66.0,1811.04
2020-10-29,South Australia,Kids,Night,19.0,621.87
2020-10-29,South Australia,Women,Evening,73.0,3146.3
2020-10-29,South Australia,Men,Afternoon,63.0,3182.13
2020-10-29,South Australia,Seniors,Evening,44.0,1309.44
2020-10-29,Western Australia,Kids,Afternoon,70.0,3168.9
2020-10-29,Western Australia,Women,Afternoon,65.0,5233.15
2020-10-29,Western Australia,Men,Evening,80.0,3980.0
2020-10-29,Western Australia,Seniors,Afternoon,72.0,2753.28
2020-10-29,Tasmania,Kids,Morning,40.0,1744.0
2020-10-29,Tasmania,Women,Morning,37.0,2373.18
2020-10-29,Tasmania,Men,Evening,25.0,1273.25
2020-10-29,Tasmania,Seniors,Night,27.0,918.0
2020-10-29,Northern Territory,Kids,Morning,25.0,504.5
2020-10-29,Northern Territory,Women,Evening,32.0,1918.4
2020-10-29,Northern Territory,Men,Afternoon,34.0,1221.62
2020-10-29,Northern Territory,Seniors,Morning,33.0,913.44
2020-10-29,Australian Capital Territory,Kids,Evening,52.0,2345.72
2020-10-29,Australian Capital Territory,Women,Evening,47.0,4050.93
2020-10-29,Australian Capital Territory,Men,Night,31.0,1910.53
2020-10-29,Australian Capital Territory,Seniors,Afternoon,46.0,
2020-10-30,New South Wales,Kids,Afternoon,159.0,6010.2
